175.94	1273.84
176.16	1273.84
176.38	1273.84
176.61	1349.61
176.83	1269.74
177.05	1325.04
177.27	1294.32
177.49	1257.45
177.71	1327.08
177.93	1261.55
178.15	1251.31
178.37	1288.17
178.59	1366.00
178.81	1322.99
179.03	1312.75
179.25	1310.70
179.47	1335.28
179.69	1292.27
179.91	1353.71
180.13	1286.12
180.35	1269.74
180.58	1304.56
180.80	1245.16
181.02	1273.84
181.24	1355.76
181.46	1310.70
181.68	1294.32
181.90	1300.46
182.12	1298.41
182.34	1322.99
182.56	1259.50
182.78	1306.60
183.00	1234.93
183.22	1294.32
183.44	1265.64
183.66	1327.08
183.88	1333.23
184.10	1363.95
184.32	1345.52
184.54	1279.98
184.76	1290.22
184.98	1275.88
185.20	1232.88
185.42	1339.37
185.64	1296.36
185.86	1245.16
186.08	1380.33
186.30	1290.22
186.52	1302.51
186.74	1290.22
186.96	1314.80
187.18	1302.51
187.40	1331.18
187.62	1374.19
187.84	1302.51
188.06	1335.28
188.28	1302.51
188.50	1271.79
188.72	1308.65
188.94	1322.99
189.16	1255.40
189.38	1322.99
189.60	1267.69
189.82	1308.65
190.04	1282.03
190.26	1288.17
190.48	1306.60
190.70	1310.70
190.92	1308.65
191.14	1269.74
191.36	1308.65
191.58	1314.80
191.80	1210.35
192.02	1275.88
192.24	1351.66
192.46	1271.79
192.68	1331.18
192.90	1310.70
193.12	1318.89
193.34	1353.71
193.56	1333.23
193.78	1273.84
194.00	1249.26
194.22	1329.13
194.44	1290.22
194.66	1230.83
194.88	1310.70
195.10	1300.46
195.32	1302.51
195.54	1339.37
195.76	1277.93
195.98	1286.12
196.20	1284.08
196.42	1269.74
196.64	1306.60
196.86	1300.46
197.08	1347.56
197.30	1368.04
197.51	1331.18
197.73	1318.89
197.95	1296.36
198.17	1310.70
198.39	1282.03
198.61	1300.46
198.83	1357.80
199.05	1312.75
199.27	1333.23
199.49	1288.17
199.71	1251.31
199.93	1247.21
200.15	1292.27
200.37	1341.42
200.59	1339.37
200.81	1257.45
201.03	1263.60
201.25	1294.32
201.46	1267.69
201.68	1355.76
201.90	1282.03
202.12	1277.93
202.34	1316.84
202.56	1392.62
202.78	1333.23
203.00	1294.32
203.22	1363.95
203.44	1282.03
203.66	1255.40
203.88	1251.31
204.10	1310.70
204.31	1316.84
204.53	1335.28
204.75	1253.36
204.97	1288.17
205.19	1255.40
205.41	1282.03
205.63	1292.27
205.85	1257.45
206.07	1286.12
206.29	1339.37
206.51	1273.84
206.73	1234.93
206.94	1343.47
207.16	1327.08
207.38	1298.41
207.60	1241.07
207.82	1347.56
208.04	1372.14
208.26	1310.70
208.48	1335.28
208.70	1273.84
208.91	1286.12
209.13	1320.94
209.35	1312.75
209.57	1318.89
209.79	1236.97
210.01	1318.89
210.23	1271.79
210.45	1314.80
210.67	1288.17
210.88	1302.51
211.10	1335.28
211.32	1310.70
211.54	1316.84
211.76	1349.61
211.98	1308.65
212.20	1294.32
212.42	1267.69
212.63	1282.03
212.85	1325.04
213.07	1257.45
213.29	1368.04
213.51	1302.51
213.73	1288.17
213.95	1310.70
214.17	1294.32
214.38	1290.22
214.60	1335.28
214.82	1294.32
215.04	1282.03
215.26	1286.12
215.48	1302.51
215.70	1282.03
215.91	1376.24
216.13	1316.84
216.35	1218.54
216.57	1343.47
216.79	1314.80
217.01	1310.70
217.23	1325.04
217.44	1339.37
217.66	1343.47
217.88	1320.94
218.10	1322.99
218.32	1322.99
218.54	1312.75
218.75	1339.37
218.97	1308.65
219.19	1306.60
219.41	1257.45
219.63	1275.88
219.85	1316.84
220.06	1288.17
220.28	1312.75
220.50	1290.22
220.72	1300.46
220.94	1339.37
221.16	1335.28
221.37	1339.37
221.59	1396.71
221.81	1314.80
222.03	1273.84
222.25	1374.19
222.46	1322.99
222.68	1277.93
222.90	1257.45
223.12	1368.04
223.34	1300.46
223.56	1349.61
223.77	1322.99
223.99	1247.21
224.21	1322.99
224.43	1265.64
224.65	1333.23
224.86	1306.60
225.08	1312.75
225.30	1310.70
225.52	1333.23
225.74	1349.61
225.95	1433.58
226.17	1366.00
226.39	1265.64
226.61	1259.50
226.83	1361.90
227.04	1347.56
227.26	1277.93
227.48	1312.75
227.70	1300.46
227.92	1306.60
228.13	1296.36
228.35	1343.47
228.57	1314.80
228.79	1357.80
229.00	1306.60
229.22	1298.41
229.44	1327.08
229.66	1316.84
229.88	1396.71
230.09	1353.71
230.31	1337.32
230.53	1388.52
230.75	1284.08
230.96	1290.22
231.18	1355.76
231.40	1300.46
231.62	1355.76
231.84	1298.41
232.05	1329.13
232.27	1361.90
232.49	1259.50
232.71	1271.79
232.92	1312.75
233.14	1370.09
233.36	1382.38
233.58	1269.74
233.79	1322.99
234.01	1257.45
234.23	1351.66
234.45	1310.70
234.66	1265.64
234.88	1290.22
235.10	1304.56
235.32	1335.28
235.53	1263.60
235.75	1376.24
235.97	1259.50
236.19	1363.95
236.40	1310.70
236.62	1357.80
236.84	1318.89
237.06	1300.46
237.27	1302.51
237.49	1265.64
237.71	1312.75
237.92	1306.60
238.14	1322.99
238.36	1392.62
238.58	1310.70
238.79	1282.03
239.01	1339.37
239.23	1318.89
239.45	1384.43
239.66	1333.23
239.88	1306.60
240.10	1292.27
240.31	1325.04
240.53	1310.70
240.75	1351.66
240.97	1255.40
241.18	1359.85
241.40	1411.05
241.62	1331.18
241.83	1322.99
242.05	1331.18
242.27	1378.28
242.49	1302.51
242.70	1353.71
242.92	1349.61
243.14	1351.66
243.35	1322.99
243.57	1333.23
243.79	1351.66
244.00	1341.42
244.22	1355.76
244.44	1310.70
244.66	1372.14
244.87	1388.52
245.09	1355.76
245.31	1378.28
245.52	1370.09
245.74	1386.47
245.96	1402.86
246.17	1392.62
246.39	1421.29
246.61	1366.00
246.82	1447.91
247.04	1415.15
247.26	1474.54
247.47	1392.62
247.69	1535.98
247.91	1515.50
248.13	1525.74
248.34	1548.26
248.56	1585.13
248.78	1492.97
248.99	1529.83
249.21	1570.79
249.43	1558.50
249.64	1662.95
249.86	1609.70
250.08	1583.08
250.29	1722.34
250.51	1744.87
250.73	1740.77
250.94	1814.50
251.16	1908.71
251.37	2236.38
251.59	2912.21
251.81	5033.91
252.02	10575.71
252.24	17473.27
252.46	25110.14
252.67	29021.77
252.89	28874.31
253.11	24665.74
253.32	17233.66
253.54	10225.51
253.76	5480.36
253.97	3219.41
254.19	2318.30
254.41	2058.21
254.62	1898.47
254.84	1869.80
255.05	1732.58
255.27	1761.25
255.49	1705.96
255.70	1597.42
255.92	1595.37
256.14	1583.08
256.35	1568.74
256.57	1560.55
256.79	1505.26
257.00	1460.20
257.22	1525.74
257.43	1495.02
257.65	1449.96
257.87	1449.96
258.08	1441.77
258.30	1419.24
258.51	1372.14
258.73	1398.76
258.95	1486.83
259.16	1355.76
259.38	1404.91
259.60	1429.48
259.81	1400.81
260.03	1329.13
260.24	1372.14
260.46	1376.24
260.68	1394.67
260.89	1339.37
261.11	1386.47
261.32	1310.70
261.54	1425.39
261.76	1357.80
261.97	1357.80
262.19	1343.47
262.40	1341.42
262.62	1353.71
262.84	1366.00
263.05	1333.23
263.27	1370.09
263.48	1322.99
263.70	1345.52
263.91	1380.33
264.13	1411.05
264.35	1396.71
264.56	1402.86
264.78	1378.28
264.99	1310.70
265.21	1343.47
265.43	1355.76
265.64	1384.43
265.86	1372.14
266.07	1357.80
266.29	1314.80
266.50	1316.84
266.72	1335.28
266.94	1329.13
267.15	1363.95
267.37	1341.42
267.58	1357.80
267.80	1290.22
268.01	1355.76
268.23	1314.80
268.44	1374.19
268.66	1380.33
268.88	1279.98
269.09	1357.80
269.31	1327.08
269.52	1382.38
269.74	1333.23
269.95	1290.22
270.17	1345.52
270.38	1335.28
270.60	1370.09
270.82	1263.60
271.03	1320.94
271.25	1368.04
271.46	1339.37
271.68	1427.43
271.89	1322.99
272.11	1308.65
272.32	1282.03
272.54	1372.14
272.75	1296.36
272.97	1308.65
273.18	1355.76
273.40	1355.76
273.62	1347.56
273.83	1316.84
274.05	1347.56
274.26	1310.70
274.48	1382.38
274.69	1384.43
274.91	1298.41
275.12	1339.37
275.34	1370.09
275.55	1294.32
275.77	1286.12
275.98	1351.66
276.20	1337.32
276.41	1347.56
276.63	1343.47
276.84	1304.56
277.06	1343.47
277.27	1325.04
277.49	1325.04
277.70	1304.56
277.92	1304.56
278.13	1310.70
278.35	1347.56
278.56	1357.80
278.78	1282.03
278.99	1378.28
279.21	1423.34
279.42	1353.71
279.64	1380.33
279.85	1345.52
280.07	1286.12
280.28	1312.75
280.50	1282.03
280.71	1318.89
280.93	1322.99
281.14	1316.84
281.36	1378.28
281.57	1376.24
281.79	1302.51
282.00	1325.04
282.22	1318.89
282.43	1343.47
282.65	1255.40
282.86	1288.17
283.08	1325.04
283.29	1314.80
283.51	1337.32
283.72	1290.22
283.94	1327.08
284.15	1304.56
284.36	1234.93
284.58	1273.84
284.79	1347.56
285.01	1269.74
285.22	1349.61
285.44	1333.23
285.65	1347.56
285.87	1273.84
286.08	1322.99
286.30	1306.60
286.51	1357.80
286.73	1372.14
286.94	1368.04
287.15	1314.80
287.37	1329.13
287.58	1370.09
287.80	1292.27
288.01	1290.22
288.23	1370.09
288.44	1421.29
288.66	1400.81
288.87	1445.87
289.08	1390.57
289.30	1318.89
289.51	1325.04
289.73	1257.45
289.94	1355.76
290.16	1339.37
290.37	1353.71
290.58	1302.51
290.80	1343.47
291.01	1322.99
291.23	1318.89
291.44	1347.56
291.66	1251.31
291.87	1339.37
292.08	1292.27
292.30	1347.56
292.51	1366.00
292.73	1296.36
292.94	1316.84
293.16	1286.12
293.37	1341.42
293.58	1279.98
293.80	1320.94
294.01	1325.04
294.23	1368.04
294.44	1372.14
294.65	1298.41
294.87	1380.33
295.08	1337.32
295.30	1452.01
295.51	1624.04
295.72	1716.20
295.94	1832.93
296.15	1869.80
296.37	1847.27
296.58	1753.06
296.79	1644.52
297.01	1492.97
297.22	1425.39
297.44	1394.67
297.65	1325.04
297.86	1345.52
298.08	1296.36
298.29	1388.52
298.51	1355.76
298.72	1343.47
298.93	1320.94
299.15	1322.99
299.36	1290.22
299.57	1333.23
299.79	1286.12
300.00	1267.69
300.22	1296.36
300.43	1341.42
300.64	1271.79
300.86	1398.76
301.07	1456.11
301.28	1474.54
301.50	1441.77
301.71	1488.87
301.93	1521.64
302.14	1417.19
302.35	1380.33
302.57	1347.56
302.78	1370.09
302.99	1333.23
303.21	1347.56
303.42	1343.47
303.63	1306.60
303.85	1302.51
304.06	1325.04
304.28	1308.65
304.49	1355.76
304.70	1292.27
304.92	1314.80
305.13	1347.56
305.34	1296.36
305.56	1318.89
305.77	1322.99
305.98	1298.41
306.20	1333.23
306.41	1298.41
306.62	1265.64
306.84	1345.52
307.05	1380.33
307.26	1372.14
307.48	1341.42
307.69	1273.84
307.90	1337.32
308.12	1355.76
308.33	1331.18
308.54	1279.98
308.76	1312.75
308.97	1273.84
309.18	1394.67
309.40	1286.12
309.61	1370.09
309.82	1308.65
310.04	1359.85
310.25	1349.61
310.46	1316.84
310.67	1339.37
310.89	1445.87
311.10	1462.25
311.31	1689.57
311.53	1851.36
311.74	2205.66
311.95	2437.08
312.17	2553.82
312.38	2887.64
312.59	2736.09
312.81	2656.22
313.02	2461.66
313.23	2240.48
313.44	2021.35
313.66	1738.73
313.87	1601.51
314.08	1466.35
314.30	1429.48
314.51	1384.43
314.72	1353.71
314.93	1312.75
315.15	1406.95
315.36	1341.42
315.57	1286.12
315.79	1329.13
316.00	1306.60
316.21	1273.84
316.42	1306.60
316.64	1288.17
316.85	1384.43
317.06	1349.61
317.28	1333.23
317.49	1343.47
317.70	1325.04
317.91	1282.03
318.13	1345.52
318.34	1308.65
318.55	1316.84
318.76	1366.00
318.98	1351.66
319.19	1255.40
319.40	1322.99
319.62	1343.47
319.83	1351.66
320.04	1355.76
320.25	1388.52
320.47	1347.56
320.68	1300.46
320.89	1343.47
321.10	1290.22
321.32	1359.85
321.53	1308.65
321.74	1294.32
321.95	1351.66
322.17	1282.03
322.38	1273.84
322.59	1263.60
322.80	1251.31
323.02	1339.37
323.23	1366.00
323.44	1333.23
323.65	1292.27
323.86	1329.13
324.08	1325.04
324.29	1298.41
324.50	1282.03
324.71	1386.47
324.93	1335.28
325.14	1236.97
325.35	1243.12
325.56	1378.28
325.78	1329.13
325.99	1292.27
326.20	1286.12
326.41	1322.99
326.62	1335.28
326.84	1318.89
327.05	1382.38
327.26	1273.84
327.47	1331.18
327.69	1277.93
327.90	1345.52
328.11	1357.80
328.32	1329.13
328.53	1261.55
328.75	1298.41
328.96	1282.03
329.17	1347.56
329.38	1292.27
329.59	1347.56
329.81	1331.18
330.02	1322.99
330.23	1318.89
330.44	1265.64
330.65	1294.32
330.87	1331.18
331.08	1306.60
331.29	1277.93
331.50	1277.93
331.71	1294.32
331.92	1320.94
332.14	1288.17
332.35	1306.60
332.56	1273.84
332.77	1394.67
332.98	1316.84
333.20	1404.91
333.41	1347.56
333.62	1435.63
333.83	1523.69
334.04	1363.95
334.25	1470.44
334.47	1355.76
334.68	1343.47
334.89	1333.23
335.10	1357.80
335.31	1345.52
335.52	1322.99
335.74	1273.84
335.95	1279.98
336.16	1298.41
336.37	1312.75
336.58	1279.98
336.79	1279.98
337.01	1273.84
337.22	1343.47
337.43	1329.13
337.64	1339.37
337.85	1269.74
338.06	1331.18
338.28	1316.84
338.49	1325.04
338.70	1290.22
338.91	1249.26
339.12	1282.03
339.33	1331.18
339.54	1331.18
339.76	1269.74
339.97	1378.28
340.18	1302.51
340.39	1327.08
340.60	1277.93
340.81	1316.84
341.02	1347.56
341.23	1220.59
341.45	1357.80
341.66	1267.69
341.87	1359.85
342.08	1318.89
342.29	1294.32
342.50	1357.80
342.71	1277.93
342.92	1368.04
343.14	1302.51
343.35	1277.93
343.56	1363.95
343.77	1298.41
343.98	1329.13
344.19	1314.80
344.40	1357.80
344.61	1284.08
344.82	1267.69
345.04	1300.46
345.25	1320.94
345.46	1368.04
345.67	1329.13
345.88	1269.74
346.09	1304.56
346.30	1228.78
346.51	1218.54
346.72	1312.75
346.94	1253.36
347.15	1277.93
347.36	1368.04
347.57	1355.76
347.78	1318.89
347.99	1343.47
348.20	1267.69
348.41	1337.32
348.62	1306.60
348.83	1275.88
349.04	1341.42
349.25	1366.00
349.47	1304.56
349.68	1337.32
349.89	1312.75
350.10	1380.33
350.31	1294.32
350.52	1298.41
350.73	1378.28
350.94	1282.03
351.15	1314.80
351.36	1308.65
351.57	1255.40
351.78	1249.26
351.99	1349.61
352.21	1314.80
352.42	1282.03
352.63	1300.46
352.84	1320.94
353.05	1314.80
353.26	1279.98
353.47	1263.60
353.68	1257.45
353.89	1380.33
354.10	1394.67
354.31	1310.70
354.52	1236.97
354.73	1265.64
354.94	1314.80
355.15	1294.32
355.36	1292.27
355.57	1261.55
355.78	1372.14
355.99	1329.13
356.20	1296.36
356.42	1290.22
356.63	1277.93
356.84	1273.84
357.05	1308.65
357.26	1308.65
357.47	1308.65
357.68	1296.36
357.89	1314.80
358.10	1290.22
358.31	1343.47
358.52	1341.42
358.73	1359.85
358.94	1322.99
359.15	1253.36
359.36	1279.98
359.57	1368.04
359.78	1314.80
359.99	1316.84
360.20	1304.56
360.41	1355.76
360.62	1339.37
360.83	1284.08
361.04	1308.65
361.25	1290.22
361.46	1382.38
361.67	1347.56
361.88	1331.18
362.09	1331.18
362.30	1368.04
362.51	1316.84
362.72	1325.04
362.93	1314.80
363.14	1345.52
363.35	1357.80
363.56	1488.87
363.77	1789.92
363.98	2033.63
364.19	2480.09
364.40	2965.46
364.61	3209.17
364.82	3323.85
365.03	3405.77
365.24	3309.52
365.45	3129.30
365.66	2795.48
365.87	2566.10
366.08	2330.59
366.29	2263.01
366.50	1959.91
366.71	1824.74
366.92	1679.33
367.13	1515.50
367.34	1458.15
367.55	1372.14
367.76	1343.47
367.97	1333.23
368.18	1370.09
368.39	1343.47
368.60	1329.13
368.81	1355.76
369.01	1335.28
369.22	1314.80
369.43	1294.32
369.64	1292.27
369.85	1292.27
370.06	1312.75
